Fold	c	f_score
fold-1	30.0	0.306247064349
fold-2	30.0	0.234589041096
fold-0	30.1	0.287262872629
fold-1	30.1	0.306247064349
fold-2	30.1	0.233832976445
fold-0	30.2	0.286101083032
fold-1	30.2	0.306390977444
fold-2	30.2	0.233832976445
fold-0	30.3	0.286101083032
fold-1	30.3	0.306247064349
fold-2	30.3	0.234589041096
fold-0	30.4	0.286874154263
fold-1	30.4	0.306247064349
fold-2	30.4	0.233832976445
fold-0	30.5	0.286101083032
fold-1	30.5	0.306247064349
fold-2	30.5	0.234589041096
fold-0	30.6	0.286874154263
fold-1	30.6	0.306247064349
fold-2	30.6	0.233832976445
fold-0	30.7	0.287133182844
fold-1	30.7	0.305594734368
fold-2	30.7	0.234589041096
fold-0	30.8	0.287262872629
fold-1	30.8	0.306247064349
fold-2	30.8	0.233832976445
fold-0	30.9	0.286874154263
fold-1	30.9	0.306247064349
fold-2	30.9	0.234589041096
fold-0	31.0	0.287133182844
fold-1	31.0	0.306247064349
fold-2	31.0	0.234589041096
fold-0	31.1	0.287133182844
fold-1	31.1	0.306247064349
fold-2	31.1	0.233832976445
fold-0	31.2	0.287133182844
fold-1	31.2	0.306247064349
fold-2	31.2	0.234589041096
fold-0	31.3	0.285972034281
fold-1	31.3	0.306247064349
fold-2	31.3	0.233832976445
fold-0	31.4	0.286359530262
fold-1	31.4	0.306247064349
fold-2	31.4	0.234589041096
fold-0	31.5	0.286101083032
fold-1	31.5	0.306390977444
fold-2	31.5	0.233832976445
fold-0	31.6	0.286874154263
fold-1	31.6	0.306247064349
fold-2	31.6	0.233832976445
fold-0	31.7	0.286101083032
fold-1	31.7	0.306390977444
fold-2	31.7	0.234589041096
fold-0	31.8	0.286874154263
fold-1	31.8	0.306390977444
fold-2	31.8	0.233832976445
fold-0	31.9	0.286744815149
fold-1	31.9	0.306535025858
fold-2	31.9	0.234589041096
fold-0	32.0	0.287262872629
fold-1	32.0	0.306247064349
fold-2	32.0	0.233832976445
fold-0	32.1	0.286359530262
fold-1	32.1	0.305594734368
fold-2	32.1	0.233832976445
fold-0	32.2	0.286101083032
fold-1	32.2	0.306247064349
fold-2	32.2	0.234589041096
fold-0	32.3	0.286101083032
fold-1	32.3	0.306535025858
fold-2	32.3	0.233832976445
fold-0	32.4	0.287133182844
fold-1	32.4	0.305594734368
fold-2	32.4	0.233832976445
fold-0	32.5	0.286101083032
fold-1	32.5	0.305594734368
fold-2	32.5	0.233832976445
fold-0	32.6	0.287133182844
fold-1	32.6	0.306247064349
fold-2	32.6	0.234589041096
fold-0	32.7	0.286359530262
fold-1	32.7	0.306247064349
fold-2	32.7	0.234589041096
fold-0	32.8	0.286101083032
fold-1	32.8	0.306390977444
fold-2	32.8	0.234589041096
fold-0	32.9	0.286101083032
fold-1	32.9	0.305594734368
fold-2	32.9	0.233832976445
fold-0	33.0	0.286101083032
fold-1	33.0	0.306390977444
fold-2	33.0	0.234589041096
fold-0	33.1	0.286101083032
fold-1	33.1	0.306390977444
fold-2	33.1	0.234589041096
fold-0	33.2	0.286101083032
fold-1	33.2	0.306247064349
fold-2	33.2	0.234589041096
fold-0	33.3	0.287133182844
fold-1	33.3	0.306390977444
fold-2	33.3	0.233832976445
fold-0	33.4	0.286359530262
fold-1	33.4	0.306247064349
fold-2	33.4	0.234589041096
fold-0	33.5	0.287133182844
fold-1	33.5	0.305594734368
fold-2	33.5	0.233832976445
fold-0	33.6	0.287133182844
fold-1	33.6	0.306390977444
fold-2	33.6	0.234589041096
fold-0	33.7	0.285972034281
fold-1	33.7	0.306247064349
fold-2	33.7	0.234589041096
fold-0	33.8	0.286101083032
fold-1	33.8	0.306390977444
fold-2	33.8	0.234589041096
fold-0	33.9	0.285972034281
fold-1	33.9	0.306390977444
fold-2	33.9	0.234589041096
fold-0	34.0	0.286101083032
fold-1	34.0	0.306390977444
fold-2	34.0	0.234589041096
fold-0	34.1	0.286359530262
fold-1	34.1	0.306247064349
fold-2	34.1	0.234589041096
fold-0	34.2	0.287133182844
fold-1	34.2	0.306390977444
fold-2	34.2	0.233832976445
fold-0	34.3	0.286359530262
fold-1	34.3	0.30545112782
fold-2	34.3	0.234589041096
fold-0	34.4	0.287133182844
fold-1	34.4	0.30545112782
fold-2	34.4	0.233832976445
fold-0	34.5	0.287133182844
fold-1	34.5	0.306247064349
fold-2	34.5	0.234589041096
fold-0	34.6	0.287133182844
fold-1	34.6	0.306247064349
fold-2	34.6	0.233832976445
fold-0	34.7	0.287133182844
fold-1	34.7	0.306247064349
fold-2	34.7	0.233832976445
fold-0	34.8	0.287133182844
fold-1	34.8	0.306247064349
fold-2	34.8	0.234589041096
fold-0	34.9	0.286488929056
fold-1	34.9	0.305594734368
fold-2	34.9	0.234589041096
fold-0	35.0	0.287133182844
fold-1	35.0	0.306390977444
fold-2	35.0	0.233832976445
fold-0	35.1	0.287133182844
fold-1	35.1	0.306247064349
fold-2	35.1	0.233832976445
fold-0	35.2	0.286101083032
fold-1	35.2	0.306390977444
fold-2	35.2	0.233832976445
fold-0	35.3	0.287133182844
fold-1	35.3	0.306247064349
fold-2	35.3	0.233832976445
fold-0	35.4	0.286359530262
fold-1	35.4	0.306390977444
fold-2	35.4	0.234589041096
fold-0	35.5	0.287133182844
fold-1	35.5	0.30545112782
fold-2	35.5	0.234589041096
fold-0	35.6	0.287133182844
fold-1	35.6	0.306247064349
fold-2	35.6	0.233832976445
fold-0	35.7	0.287133182844
fold-1	35.7	0.306247064349
fold-2	35.7	0.233832976445
fold-0	35.8	0.287133182844
fold-1	35.8	0.306390977444
fold-2	35.8	0.234589041096
fold-0	35.9	0.286874154263
fold-1	35.9	0.30545112782
fold-2	35.9	0.234589041096
fold-0	36.0	0.287133182844
fold-1	36.0	0.306390977444
fold-2	36.0	0.234589041096
fold-0	36.1	0.287133182844
fold-1	36.1	0.306247064349
fold-2	36.1	0.234589041096
fold-0	36.2	0.287262872629
fold-1	36.2	0.306247064349
fold-2	36.2	0.233832976445
fold-0	36.3	0.287262872629
fold-1	36.3	0.306535025858
fold-2	36.3	0.234589041096
fold-0	36.4	0.287133182844
fold-1	36.4	0.306390977444
fold-2	36.4	0.233832976445
fold-0	36.5	0.287133182844
fold-1	36.5	0.305594734368
fold-2	36.5	0.233832976445
fold-0	36.6	0.287262872629
fold-1	36.6	0.306247064349
fold-2	36.6	0.234589041096
fold-0	36.7	0.287133182844
fold-1	36.7	0.306247064349
fold-2	36.7	0.234589041096
fold-0	36.8	0.287133182844
fold-1	36.8	0.306390977444
fold-2	36.8	0.234589041096
fold-0	36.9	0.286359530262
fold-1	36.9	0.306247064349
fold-2	36.9	0.234589041096
fold-0	37.0	0.287133182844
fold-1	37.0	0.30545112782
fold-2	37.0	0.234589041096
fold-0	37.1	0.287133182844
fold-1	37.1	0.306535025858
fold-2	37.1	0.234589041096
fold-0	37.2	0.286359530262
fold-1	37.2	0.306390977444
fold-2	37.2	0.233832976445
fold-0	37.3	0.287133182844
fold-1	37.3	0.306390977444
fold-2	37.3	0.234589041096
fold-0	37.4	0.287133182844
fold-1	37.4	0.306390977444
fold-2	37.4	0.234589041096
fold-0	37.5	0.28532731377
fold-1	37.5	0.306247064349
fold-2	37.5	0.234589041096
fold-0	37.6	0.287133182844
fold-1	37.6	0.306390977444
fold-2	37.6	0.233832976445
fold-0	37.7	0.286359530262
fold-1	37.7	0.305594734368
fold-2	37.7	0.234589041096
fold-0	37.8	0.287133182844
fold-1	37.8	0.305594734368
fold-2	37.8	0.234589041096
fold-0	37.9	0.287133182844
fold-1	37.9	0.305594734368
fold-2	37.9	0.234589041096
fold-0	38.0	0.286488929056
fold-1	38.0	0.306390977444
fold-2	38.0	0.234589041096
fold-0	38.1	0.287262872629
fold-1	38.1	0.306535025858
fold-2	38.1	0.234589041096
fold-0	38.2	0.287133182844
fold-1	38.2	0.306390977444
fold-2	38.2	0.234589041096
fold-0	38.3	0.287262872629
fold-1	38.3	0.306390977444
fold-2	38.3	0.233832976445
fold-0	38.4	0.287133182844
fold-1	38.4	0.306390977444
fold-2	38.4	0.234589041096
fold-0	38.5	0.287133182844
fold-1	38.5	0.306390977444
fold-2	38.5	0.234589041096
fold-0	38.6	0.286359530262
fold-1	38.6	0.305594734368
fold-2	38.6	0.233832976445
fold-0	38.7	0.287133182844
fold-1	38.7	0.305594734368
fold-2	38.7	0.234589041096
fold-0	38.8	0.284938941655
fold-1	38.8	0.306247064349
fold-2	38.8	0.233832976445
fold-0	38.9	0.287133182844
fold-1	38.9	0.306247064349
fold-2	38.9	0.233832976445
fold-0	39.0	0.286359530262
fold-1	39.0	0.306898169873
fold-2	39.0	0.233832976445
fold-0	39.1	0.286359530262
fold-1	39.1	0.30545112782
fold-2	39.1	0.234589041096
fold-0	39.2	0.287133182844
fold-1	39.2	0.306535025858
fold-2	39.2	0.234589041096
fold-0	39.3	0.286359530262
fold-1	39.3	0.306390977444
fold-2	39.3	0.233832976445
fold-0	39.4	0.286359530262
fold-1	39.4	0.306390977444
fold-2	39.4	0.233832976445
fold-0	39.5	0.287133182844
fold-1	39.5	0.306247064349
fold-2	39.5	0.233832976445
fold-0	39.6	0.286488929056
fold-1	39.6	0.306390977444
fold-2	39.6	0.234589041096
fold-0	39.7	0.287133182844
fold-1	39.7	0.305594734368
fold-2	39.7	0.233832976445
fold-0	39.8	0.287133182844
fold-1	39.8	0.306390977444
fold-2	39.8	0.233832976445
fold-0	39.9	0.287262872629
fold-1	39.9	0.306390977444
fold-2	39.9	0.233832976445
fold-0	40.0	0.286488929056
fold-1	40.0	0.307042253521
fold-2	40.0	0.234589041096
fold-0	40.1	0.285714285714
fold-1	40.1	0.306390977444
fold-2	40.1	0.234589041096
fold-0	40.2	0.287133182844
fold-1	40.2	0.306103286385
fold-2	40.2	0.234589041096
fold-0	40.3	0.286359530262
fold-1	40.3	0.30545112782
fold-2	40.3	0.233832976445
fold-0	40.4	0.285714285714
fold-1	40.4	0.306898169873
fold-2	40.4	0.234589041096
fold-0	40.5	0.287133182844
fold-1	40.5	0.307042253521
fold-2	40.5	0.233832976445
fold-0	40.6	0.287133182844
fold-1	40.6	0.306390977444
fold-2	40.6	0.233832976445
fold-0	40.7	0.286359530262
fold-1	40.7	0.306898169873
fold-2	40.7	0.234589041096
fold-0	40.8	0.287003610108
fold-1	40.8	0.307042253521
fold-2	40.8	0.233832976445
fold-0	40.9	0.287133182844
fold-1	40.9	0.307692307692
fold-2	40.9	0.234589041096
fold-0	41.0	0.286359530262
fold-1	41.0	0.307692307692
fold-2	41.0	0.233832976445
fold-0	41.1	0.286359530262
fold-1	41.1	0.307692307692
fold-2	41.1	0.233832976445
fold-0	41.2	0.287262872629
fold-1	41.2	0.307042253521
fold-2	41.2	0.233832976445
fold-0	41.3	0.287262872629
fold-1	41.3	0.307692307692
fold-2	41.3	0.233832976445
fold-0	41.4	0.286359530262
fold-1	41.4	0.307042253521
fold-2	41.4	0.234589041096
fold-0	41.5	0.287133182844
fold-1	41.5	0.306247064349
fold-2	41.5	0.233832976445
fold-0	41.6	0.287133182844
fold-1	41.6	0.306898169873
fold-2	41.6	0.233832976445
fold-0	41.7	0.287133182844
fold-1	41.7	0.307042253521
fold-2	41.7	0.233832976445
fold-0	41.8	0.287133182844
fold-1	41.8	0.306247064349
fold-2	41.8	0.234589041096
fold-0	41.9	0.287133182844
fold-1	41.9	0.307042253521
fold-2	41.9	0.233832976445
fold-0	42.0	0.287133182844
fold-1	42.0	0.307042253521
fold-2	42.0	0.233832976445
fold-0	42.1	0.287133182844
fold-1	42.1	0.306898169873
fold-2	42.1	0.234589041096
fold-0	42.2	0.286359530262
fold-1	42.2	0.307042253521
fold-2	42.2	0.233832976445
fold-0	42.3	0.287133182844
fold-1	42.3	0.306754221388
fold-2	42.3	0.234589041096
fold-0	42.4	0.287262872629
fold-1	42.4	0.307692307692
fold-2	42.4	0.233832976445
fold-0	42.5	0.287262872629
fold-1	42.5	0.307042253521
fold-2	42.5	0.234589041096
fold-0	42.6	0.287133182844
fold-1	42.6	0.307692307692
fold-2	42.6	0.234589041096
fold-0	42.7	0.287133182844
fold-1	42.7	0.306898169873
fold-2	42.7	0.234589041096
fold-0	42.8	0.287133182844
fold-1	42.8	0.307692307692
fold-2	42.8	0.234589041096
fold-0	42.9	0.286359530262
fold-1	42.9	0.307692307692
fold-2	42.9	0.234589041096
fold-0	43.0	0.286359530262
fold-1	43.0	0.307692307692
fold-2	43.0	0.233832976445
fold-0	43.1	0.286359530262
fold-1	43.1	0.307548054383
fold-2	43.1	0.233832976445
fold-0	43.2	0.287133182844
fold-1	43.2	0.307548054383
fold-2	43.2	0.234589041096
fold-0	43.3	0.287133182844
fold-1	43.3	0.307692307692
fold-2	43.3	0.233832976445
fold-0	43.4	0.287133182844
fold-1	43.4	0.307692307692
fold-2	43.4	0.234589041096
fold-0	43.5	0.287133182844
fold-1	43.5	0.307042253521
fold-2	43.5	0.234589041096
fold-0	43.6	0.287262872629
fold-1	43.6	0.307042253521
fold-2	43.6	0.234589041096
fold-0	43.7	0.287133182844
fold-1	43.7	0.306754221388
fold-2	43.7	0.233832976445
fold-0	43.8	0.287133182844
fold-1	43.8	0.307548054383
fold-2	43.8	0.234589041096
fold-0	43.9	0.287133182844
fold-1	43.9	0.307042253521
fold-2	43.9	0.234589041096
fold-0	44.0	0.287133182844
fold-1	44.0	0.306898169873
fold-2	44.0	0.233832976445
fold-0	44.1	0.286359530262
fold-1	44.1	0.307692307692
fold-2	44.1	0.233832976445
fold-0	44.2	0.286359530262
fold-1	44.2	0.307692307692
fold-2	44.2	0.234589041096
fold-0	44.3	0.287133182844
fold-1	44.3	0.307692307692
fold-2	44.3	0.233832976445
fold-0	44.4	0.287133182844
fold-1	44.4	0.307692307692
fold-2	44.4	0.234589041096
fold-0	44.5	0.287133182844
fold-1	44.5	0.306898169873
fold-2	44.5	0.233832976445
fold-0	44.6	0.286359530262
fold-1	44.6	0.306898169873
fold-2	44.6	0.233832976445
fold-0	44.7	0.287133182844
fold-1	44.7	0.306898169873
fold-2	44.7	0.233832976445
fold-0	44.8	0.287133182844
fold-1	44.8	0.307548054383
fold-2	44.8	0.234589041096
fold-0	44.9	0.287133182844
fold-1	44.9	0.306754221388
fold-2	44.9	0.233832976445
fold-0	45.0	0.287133182844
fold-1	45.0	0.307548054383
fold-2	45.0	0.233832976445
fold-0	45.1	0.287262872629
fold-1	45.1	0.307692307692
fold-2	45.1	0.233832976445
fold-0	45.2	0.287262872629
fold-1	45.2	0.307692307692
fold-2	45.2	0.233832976445
fold-0	45.3	0.287133182844
fold-1	45.3	0.307548054383
fold-2	45.3	0.233832976445
fold-0	45.4	0.287133182844
fold-1	45.4	0.307692307692
fold-2	45.4	0.233832976445
fold-0	45.5	0.287133182844
fold-1	45.5	0.306898169873
fold-2	45.5	0.233832976445
fold-0	45.6	0.287133182844
fold-1	45.6	0.306898169873
fold-2	45.6	0.234589041096
fold-0	45.7	0.287133182844
fold-1	45.7	0.306898169873
fold-2	45.7	0.234589041096
fold-0	45.8	0.287133182844
fold-1	45.8	0.307692307692
fold-2	45.8	0.234589041096
fold-0	45.9	0.287133182844
fold-1	45.9	0.306898169873
fold-2	45.9	0.234589041096
fold-0	46.0	0.287262872629
fold-1	46.0	0.306898169873
fold-2	46.0	0.234589041096
fold-0	46.1	0.287133182844
fold-1	46.1	0.307548054383
fold-2	46.1	0.234589041096
fold-0	46.2	0.286359530262
fold-1	46.2	0.306754221388
fold-2	46.2	0.234589041096
fold-0	46.3	0.287133182844
fold-1	46.3	0.307692307692
fold-2	46.3	0.234589041096
fold-0	46.4	0.287262872629
fold-1	46.4	0.306898169873
fold-2	46.4	0.234589041096
fold-0	46.5	0.287133182844
fold-1	46.5	0.306898169873
fold-2	46.5	0.234589041096
fold-0	46.6	0.287133182844
fold-1	46.6	0.307548054383
fold-2	46.6	0.234589041096
fold-0	46.7	0.287262872629
fold-1	46.7	0.307548054383
fold-2	46.7	0.234589041096
fold-0	46.8	0.285714285714
fold-1	46.8	0.307692307692
fold-2	46.8	0.233832976445
fold-0	46.9	0.287262872629
fold-1	46.9	0.307692307692
fold-2	46.9	0.234589041096
fold-0	47.0	0.287133182844
fold-1	47.0	0.307548054383
fold-2	47.0	0.233832976445
fold-0	47.1	0.287133182844
fold-1	47.1	0.307692307692
fold-2	47.1	0.233832976445
fold-0	47.2	0.287133182844
fold-1	47.2	0.306754221388
fold-2	47.2	0.234589041096
fold-0	47.3	0.286488929056
fold-1	47.3	0.306898169873
fold-2	47.3	0.234589041096
fold-0	47.4	0.287133182844
fold-1	47.4	0.306898169873
fold-2	47.4	0.234589041096
fold-0	47.5	0.287133182844
fold-1	47.5	0.307548054383
fold-2	47.5	0.234589041096
fold-0	47.6	0.287262872629
fold-1	47.6	0.306898169873
fold-2	47.6	0.234589041096
fold-0	47.7	0.287262872629
fold-1	47.7	0.307692307692
fold-2	47.7	0.234589041096
fold-0	47.8	0.287262872629
fold-1	47.8	0.306754221388
fold-2	47.8	0.233832976445
fold-0	47.9	0.287133182844
fold-1	47.9	0.307692307692
fold-2	47.9	0.233832976445
fold-0	48.0	0.287262872629
fold-1	48.0	0.306754221388
fold-2	48.0	0.234589041096
fold-0	48.1	0.287133182844
fold-1	48.1	0.307548054383
fold-2	48.1	0.234589041096
fold-0	48.2	0.287133182844
fold-1	48.2	0.307548054383
fold-2	48.2	0.234589041096
fold-0	48.3	0.287262872629
fold-1	48.3	0.307548054383
fold-2	48.3	0.234589041096
fold-0	48.4	0.285843509724
fold-1	48.4	0.307548054383
fold-2	48.4	0.234589041096
fold-0	48.5	0.287262872629
fold-1	48.5	0.307692307692
fold-2	48.5	0.234589041096
fold-0	48.6	0.287133182844
fold-1	48.6	0.306898169873
fold-2	48.6	0.234589041096
fold-0	48.7	0.287133182844
fold-1	48.7	0.307692307692
fold-2	48.7	0.234589041096
fold-0	48.8	0.285714285714
fold-1	48.8	0.307692307692
fold-2	48.8	0.234589041096
fold-0	48.9	0.287133182844
fold-1	48.9	0.307692307692
fold-2	48.9	0.234589041096
fold-0	49.0	0.287133182844
fold-1	49.0	0.306898169873
fold-2	49.0	0.234589041096
fold-0	49.1	0.287133182844
fold-1	49.1	0.307692307692
fold-2	49.1	0.233832976445
fold-0	49.2	0.287133182844
fold-1	49.2	0.306898169873
fold-2	49.2	0.233832976445
fold-0	49.3	0.287133182844
fold-1	49.3	0.307692307692
fold-2	49.3	0.233832976445
fold-0	49.4	0.287133182844
fold-1	49.4	0.307692307692
fold-2	49.4	0.233832976445
fold-0	49.5	0.287262872629
fold-1	49.5	0.306898169873
fold-2	49.5	0.234589041096
fold-0	49.6	0.287262872629
fold-1	49.6	0.307692307692
fold-2	49.6	0.233832976445
fold-0	49.7	0.286359530262
fold-1	49.7	0.307692307692
fold-2	49.7	0.234589041096
fold-0	49.8	0.285714285714
fold-1	49.8	0.307692307692
fold-2	49.8	0.233832976445
fold-0	49.9	0.287133182844
fold-1	49.9	0.307692307692
fold-2	49.9	0.234589041096
fold-0	50.0	0.287133182844
fold-1	50.0	0.307548054383
fold-2	50.0	0.234589041096
fold-0	50.1	0.286488929056
fold-1	50.1	0.307692307692
fold-2	50.1	0.234589041096
fold-0	50.2	0.287133182844
fold-1	50.2	0.306754221388
fold-2	50.2	0.234589041096
fold-0	50.3	0.287133182844
fold-1	50.3	0.307548054383
fold-2	50.3	0.233832976445
fold-0	50.4	0.287133182844
fold-1	50.4	0.307692307692
fold-2	50.4	0.234589041096
fold-0	50.5	0.287133182844
fold-1	50.5	0.307692307692
fold-2	50.5	0.234589041096
fold-0	50.6	0.287133182844
fold-1	50.6	0.307548054383
fold-2	50.6	0.234589041096
fold-0	50.7	0.287262872629
fold-1	50.7	0.307692307692
fold-2	50.7	0.234589041096
fold-0	50.8	0.287262872629
fold-1	50.8	0.307548054383
fold-2	50.8	0.234589041096
