Fold	c	f_score
fold-1	24.9	0.305084745763
fold-2	24.9	0.234589041096
fold-0	25.0	0.287133182844
fold-1	25.0	0.304286387188
fold-2	25.0	0.234589041096
fold-0	25.1	0.286101083032
fold-1	25.1	0.304797742239
fold-2	25.1	0.234589041096
fold-0	25.2	0.286101083032
fold-1	25.2	0.306247064349
fold-2	25.2	0.234589041096
fold-0	25.3	0.285585178491
fold-1	25.3	0.306247064349
fold-2	25.3	0.233832976445
fold-0	25.4	0.286874154263
fold-1	25.4	0.306247064349
fold-2	25.4	0.234589041096
fold-0	25.5	0.285585178491
fold-1	25.5	0.306247064349
fold-2	25.5	0.234589041096
fold-0	25.6	0.286101083032
fold-1	25.6	0.306247064349
fold-2	25.6	0.234589041096
fold-0	25.7	0.286101083032
fold-1	25.7	0.304797742239
fold-2	25.7	0.234589041096
fold-0	25.8	0.286101083032
fold-1	25.8	0.30545112782
fold-2	25.8	0.234589041096
fold-0	25.9	0.287133182844
fold-1	25.9	0.306390977444
fold-2	25.9	0.234589041096
fold-0	26.0	0.286874154263
fold-1	26.0	0.306390977444
fold-2	26.0	0.234589041096
fold-0	26.1	0.286101083032
fold-1	26.1	0.306390977444
fold-2	26.1	0.234589041096
fold-0	26.2	0.286874154263
fold-1	26.2	0.306390977444
fold-2	26.2	0.234589041096
fold-0	26.3	0.287133182844
fold-1	26.3	0.30545112782
fold-2	26.3	0.234589041096
fold-0	26.4	0.285585178491
fold-1	26.4	0.30545112782
fold-2	26.4	0.234589041096
fold-0	26.5	0.285585178491
fold-1	26.5	0.30545112782
fold-2	26.5	0.234589041096
fold-0	26.6	0.28532731377
fold-1	26.6	0.30545112782
fold-2	26.6	0.234589041096
fold-0	26.7	0.286101083032
fold-1	26.7	0.30545112782
fold-2	26.7	0.234589041096
fold-0	26.8	0.286101083032
fold-1	26.8	0.30545112782
fold-2	26.8	0.234589041096
fold-0	26.9	0.28532731377
fold-1	26.9	0.30545112782
fold-2	26.9	0.234589041096
fold-0	27.0	0.287133182844
fold-1	27.0	0.30545112782
fold-2	27.0	0.234589041096
fold-0	27.1	0.286359530262
fold-1	27.1	0.30545112782
fold-2	27.1	0.234589041096
fold-0	27.2	0.285585178491
fold-1	27.2	0.306247064349
fold-2	27.2	0.233832976445
fold-0	27.3	0.285585178491
fold-1	27.3	0.306247064349
fold-2	27.3	0.234589041096
fold-0	27.4	0.285585178491
fold-1	27.4	0.30545112782
fold-2	27.4	0.234589041096
fold-0	27.5	0.286359530262
fold-1	27.5	0.306247064349
fold-2	27.5	0.234589041096
fold-0	27.6	0.285585178491
fold-1	27.6	0.306247064349
fold-2	27.6	0.234589041096
fold-0	27.7	0.286359530262
fold-1	27.7	0.306247064349
fold-2	27.7	0.234589041096
fold-0	27.8	0.286359530262
fold-1	27.8	0.306247064349
fold-2	27.8	0.234589041096
fold-0	27.9	0.286488929056
fold-1	27.9	0.306535025858
fold-2	27.9	0.234589041096
fold-0	28.0	0.287133182844
fold-1	28.0	0.30545112782
fold-2	28.0	0.234589041096
fold-0	28.1	0.286874154263
fold-1	28.1	0.306247064349
fold-2	28.1	0.234589041096
fold-0	28.2	0.286101083032
fold-1	28.2	0.306247064349
fold-2	28.2	0.234589041096
fold-0	28.3	0.286101083032
fold-1	28.3	0.306247064349
fold-2	28.3	0.234589041096
fold-0	28.4	0.286874154263
fold-1	28.4	0.306247064349
fold-2	28.4	0.233832976445
fold-0	28.5	0.287133182844
fold-1	28.5	0.30545112782
fold-2	28.5	0.233832976445
fold-0	28.6	0.286874154263
fold-1	28.6	0.30545112782
fold-2	28.6	0.234589041096
fold-0	28.7	0.286101083032
fold-1	28.7	0.306247064349
fold-2	28.7	0.234589041096
fold-0	28.8	0.286101083032
fold-1	28.8	0.30545112782
fold-2	28.8	0.234589041096
fold-0	28.9	0.286101083032
fold-1	28.9	0.30545112782
fold-2	28.9	0.234589041096
fold-0	29.0	0.287133182844
fold-1	29.0	0.30545112782
fold-2	29.0	0.234589041096
fold-0	29.1	0.287133182844
fold-1	29.1	0.30545112782
fold-2	29.1	0.234589041096
fold-0	29.2	0.286874154263
fold-1	29.2	0.306247064349
fold-2	29.2	0.234589041096
fold-0	29.3	0.286874154263
fold-1	29.3	0.306247064349
fold-2	29.3	0.234589041096
fold-0	29.4	0.287133182844
fold-1	29.4	0.306247064349
fold-2	29.4	0.234589041096
fold-0	29.5	0.287133182844
fold-1	29.5	0.306247064349
fold-2	29.5	0.234589041096
fold-0	29.6	0.287133182844
fold-1	29.6	0.306247064349
fold-2	29.6	0.234589041096
fold-0	29.7	0.287133182844
fold-1	29.7	0.306247064349
fold-2	29.7	0.234589041096
fold-0	29.8	0.287133182844
fold-1	29.8	0.306247064349
fold-2	29.8	0.234589041096
fold-0	29.9	0.286101083032
fold-1	29.9	0.306247064349
fold-2	29.9	0.234589041096
fold-0	30.0	0.286101083032
